,0,1,2,3,species
0,-1.7215677529263451,-0.32483981542260676,-1.3470355542915042,-1.3201684729843008,Iris-setosa
1,-1.1244922316802137,-1.2261294767107647,0.4142903725852604,0.6518674202702565,Iris-setosa
2,1.1443947490550848,-0.5501622307446464,0.5847412687346246,0.25746024161934494,Iris-setosa
3,-1.1244922316802137,0.12580501522147272,-1.2902185889083828,-1.4516375325346045,Iris-setosa
4,-0.40800160618485654,-1.2261294767107647,0.1302055456696532,0.1259911820690413,Iris-setosa
5,0.5473192278089534,-1.2261294767107647,0.6983751995008676,0.9148055393708641,Iris-setosa
6,-0.28858650193563073,-0.7754846460666852,0.24383947643589618,0.1259911820690413,Iris-setosa
7,0.5473192278089534,-0.5501622307446464,0.7551921648839888,0.38892930116964886,
8,2.219130687298122,-0.099517400100567,1.3233618187152032,1.4406817775720793,Iris-setosa
9,2.219130687298122,1.7030619224757488,1.6642636110139322,1.3092127180217759,Iris-setosa
10,2.0997155830488947,-0.099517400100567,1.6074466456308103,1.177743658471472,
11,0.18907391506127477,-0.32483981542260676,0.4142903725852604,0.38892930116964886,Iris-setosa
12,-1.005077127430988,-2.3527415533209624,-0.15387928124595399,-0.2684159965818702,Iris-setosa
13,-0.04975629343717797,-0.7754846460666852,0.18702251105277445,-0.2684159965818702,Iris-setosa
14,-0.04975629343717797,-1.000807061388725,0.1302055456696532,-0.00547787748126264,
15,-1.3633224401786666,0.3511274305435125,-1.2334016235252612,-1.3201684729843008,Iris-setosa
16,-0.885662023181762,1.7030619224757488,-1.2902185889083828,-1.188699413433997,Iris-setosa
17,1.0249796448058588,-1.2261294767107647,1.152910922565839,0.7833364798205604,Iris-setosa
18,0.6667343320581803,0.12580501522147272,0.9824600264164748,0.7833364798205604,
19,-0.5274167104340824,0.8017722611875909,-1.2902185889083828,-1.0572303538836931,Iris-setosa
20,0.5473192278089534,-1.2261294767107647,0.6415582341177464,0.38892930116964886,
21,-0.885662023181762,1.7030619224757488,-1.2334016235252612,-1.3201684729843008,Iris-setosa
22,2.457960895796574,1.7030619224757488,1.493812714864568,1.046274598921168,
23,-1.005077127430988,-0.099517400100567,-1.2334016235252612,-1.3201684729843008,Iris-setosa
24,-0.40800160618485654,-1.4514518920328043,-0.040245350479711,-0.2684159965818702,Iris-setosa
25,0.5473192278089534,-0.32483981542260676,1.039276991799596,0.7833364798205604,Iris-setosa
26,0.6667343320581803,-0.7754846460666852,0.8688260956502318,0.9148055393708641,Iris-setosa
27,-1.005077127430988,0.8017722611875909,-1.2334016235252612,-1.0572303538836931,Iris-setosa
28,-0.28858650193563073,-0.5501622307446464,0.6415582341177464,1.046274598921168,
29,-1.005077127430988,1.0270946765096307,-1.4038525196746254,-1.188699413433997,Iris-setosa
30,-0.885662023181762,1.47773950715371,-1.2902185889083828,-1.0572303538836931,Iris-setosa
31,0.30848901931050066,-0.5501622307446464,0.1302055456696532,0.1259911820690413,Iris-setosa
32,0.30848901931050066,-0.099517400100567,0.4711073379683816,0.25746024161934494,Iris-setosa
33,-0.16917139768640382,3.054996414407987,-1.2902185889083828,-1.0572303538836931,Iris-setosa
34,1.2638098533043116,0.12580501522147272,0.9256430610333535,1.177743658471472,Iris-setosa
35,0.4279041235597275,0.8017722611875909,0.9256430610333535,1.4406817775720793,Iris-setosa
36,-0.16917139768640382,-1.000807061388725,-0.15387928124595399,-0.2684159965818702,Iris-setosa
37,-0.7662469189325352,-0.7754846460666852,0.07338858028653172,0.25746024161934494,Iris-setosa
38,1.0249796448058588,0.5764498458655511,1.0960939571827177,1.703619896672687,
